b2_site_smc_agency_name,c1_type_of_site,c2_landowner,c3_tenancy_agreement_for_at_least_6_months,b1_site_management,b5_community_committee_in_place,d1_most_common_reason_idps_left_place_of_origin,a8_population_groups_other_than_idps_in_site_select_all_applicable,d3_most_common_intention_in_next_three_months,c4_general_market_in_site_close_proximity,d2_1_most_common_district_of_idp_origin,d2_2_second_most_common_district_of_idp_origin,d2_3_third_most_common_district_of_idp_origin,c6_electricity_solar_power_available_in_site,c5_fuel_available_in_site_close_proximity,c8_primary_water_source,c9_primary_shelter_type,c10_primary_latrine_type,i1_top_priority_need,i2_second_priority_need,i3_third_priority_need,psp_rrm_distributions,psp_shelter_maintenance_services,psp_nfi_distribution,psp_food_distribution,psp_cash_distributions,psp_wash_services,psp_health_services,psp_education_services,psp_livelihood_services,psp_protection_services,psp_nutrition_services,psp_waste_disposal_services,if_ngo_rrm_distributions,if_ngo_shelter_maintenance_services,if_ngo_nfi_distribution,if_ngo_food_distribution,if_ngo_cash_distributions,if_ngo_wash_services,if_ngo_health_services,if_ngo_education_services,if_ngo_livelihood_services,if_ngo_protection_services,if_ngo_nutrition_services,if_ngo_waste_disposal_services,c7_presence_of_particularly_vulnerable_groups.unaccompanied_separated_children,c7_presence_of_particularly_vulnerable_groups.child_headed_hh,c7_presence_of_particularly_vulnerable_groups.elderly,c7_presence_of_particularly_vulnerable_groups.female_headed_hh,c7_presence_of_particularly_vulnerable_groups.marginalized_people,c7_presence_of_particularly_vulnerable_groups.persons_with_disabilities,c7_presence_of_particularly_vulnerable_groups.persons_with_chronic_diseases_serious_medical_conditions,c7_presence_of_particularly_vulnerable_groups.pregnant_and_lactating_women,f1_threats_to_the_site.flooding,f1_threats_to_the_site.eviction,f1_threats_to_the_site.infectious_diseases,f1_threats_to_the_site.friction_between_communities,f1_threats_to_the_site.water_contamination,f1_threats_to_the_site.conflict_related_incidents,f1_threats_to_the_site.fire_related_incidents,a1_governorate_name,a2_district_name,a3_sub_district_name,a4_site_name,a4_site_code,a6_site_occupation_date_dd_mm_yy,a7_site_population_individual,a7_site_population_hh,a8_population_groups_other_than_idps_in_site_select_all_applicable,@rrm_distributions,@shelter_maintenance_services,@nfi_distribution,@food_distribution,@cash_distributions,@wash_services,@health_services,@education_services,@livelihood_services,@protection_services,@nutrition_services,@waste_disposal_services,@maps
N/A,Spontaneous settlement,Owner not know,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,Yes,Adh Dhahir,Shada'a,Harad,No,No,Unprotected rainwater tank/well/spring,Makeshift shelter,Open defection,Shelter / maintenance assistance,Sanitation services,Livelihood assistance,NA,NA,NA,NGO/UN agency,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,World Health Organization (WHO),NA,NA,NA,NA,NA,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Hajjah,Aslam,Aslam Al Yemen,Al Matharah Camp,YE1712 - 832,10/1/2015,5500,1100,none,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Matharah Camp.pdf
N/A,Spontaneous settlement,Private,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,Yes,Abs,Bakil Al Mir,Mustaba,No,No,Water Trucking,Makeshift shelter,Open defection,Cash assistance,Shelter / maintenance assistance,Non-food items,NA,NA,NA,NGO/UN agency,NA,NA,NGO/UN agency,Government,NA,NA,NA,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,Abs Development Organization (ADO),NA,NA,NA,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Hajjah,Aslam,Aslam Ash Sham,Jabal Al Ma'yanah Camp,YE1712 - 835,3/1/2016,1200,200,none,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Jabal Al Ma'yanah Camp.pdf
NA,NA,NA,NA,NA,NA,NA,Host community,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hajjah,Aslam,Aslam Al Wasat,Al Qareeti Camp,YE1712 - 845,5/1/2015,49,7,host community,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/test maps/YEM_CCCM_Al Qareeti Camp.pdf
N/A,Spontaneous settlement,Private,No,Government,Non-existent,House/livelihood assets destroyed/occupied,Host community,Stay in the site,No,Harad,Hayran,Adh Dhahir,No,No,Water Trucking,Emergency shelter,Open defection,Shelter / maintenance assistance,Food,Cash assistance,NA,NA,NA,NGO/UN agency,NA,NA,NA,Government,NA,NA,NA,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Hajjah,Aslam,Aslam Al Yemen,Al Raqabah Camp,YE1712 - 861,2/1/2019,250,50,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Raqabah Camp.pdf
NA,NA,NA,NA,NA,NA,NA,Host community,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hajjah,Aslam,Aslam Al Wasat,Bani Mater,YE1712 - 865,4/1/2015,15,3,host community,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/test maps/YEM_CCCM_Bani Mater.pdf
N/A,Spontaneous settlement,Private,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Abs,Harad,Shada'a,No,Yes,Bottled water,Makeshift shelter,Open defection,Shelter / maintenance assistance,Sanitation services,Livelihood assistance,NA,NA,NA,NGO/UN agency,NA,NA,NGO/UN agency,Private,NA,NA,NGO/UN agency,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,Adventist Development Relief Agency,NA,NA,NA,UNICEF YCO,NA,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Hajjah,Aslam,Aslam Ash Sham,Al Mashar Camp,YE1712 - 893,3/1/2017,264,44,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Mashar Camp.pdf
N/A,Spontaneous settlement,Private,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Shada'a,Adh Dhahir,As Safra,No,Yes,Protected rainwater tank/well/spring,Makeshift shelter,Pit latrine-open,Shelter / maintenance assistance,Sanitation services,Water,NA,NA,NA,NGO/UN agency,NA,NA,NGO/UN agency,Government,NA,NA,NGO/UN agency,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,World Health Organization (WHO),NA,NA,NA,UNICEF YCO,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Hajjah,Aslam,Aslam Ash Sham,Shawqabah Camp,YE1712 - 915,5/1/2015,2100,300,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Shawqabah Camp.pdf
N/A,Spontaneous settlement,Private,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,Yes,Harad,Shada'a,Adh Dhahir,No,No,Bottled water,Emergency shelter,Pit latrine-open,Shelter / maintenance assistance,Sanitation services,Livelihood assistance,NA,NA,NA,NGO/UN agency,NA,NGO/UN agency,NGO/UN agency,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,World Food Programme (WFP),NA,UNICEF YCO,World Health Organization (WHO),NA,NA,NA,UNICEF YCO,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Hajjah,Aslam,Aslam Ash Sham,Shawqabah Camp,YE1712 - 915,3/1/2015,1500,300,none,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Shawqabah Camp.pdf
N/A,Spontaneous settlement,Private,No,Non-existent,Non-existent,House/livelihood assets destroyed/occupied,Host community,Stay in the site,Yes,Harad,Hayran,Abs,No,No,Unprotected rainwater tank/well/spring,Emergency shelter,Flush latrine to the open,Shelter / maintenance assistance,Water,Livelihood assistance,NA,NA,NA,NGO/UN agency,NA,NA,NGO/UN agency,Government,NA,NA,NGO/UN agency,NA,NA,NA,NA,Danish Refugee Council (DRC),NA,NA,Adventist Development Relief Agency,NA,NA,NA,Adventist Development Relief Agency,NA,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Hajjah,Aslam,Aslam Al Wasat,Al Qahfah Camp,YE1712 - 925,4/1/2015,665,95,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Qahfah Camp.pdf
N/A,Spontaneous settlement,Private,No,Non-existent,Non-existent,Lack of basic services,Host community,Stay in the site,No,Abs,Harad,NA,No,No,Unprotected rainwater tank/well/spring,Emergency shelter,Flush latrine to the open,Shelter / maintenance assistance,Sanitation services,Food,NA,NA,NA,NGO/UN agency,NA,Government,NGO/UN agency,Government,NA,NA,NGO/UN agency,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,UNICEF YCO,NA,NA,NA,UNICEF YCO,NA,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Hajjah,Aslam,Aslam Al Yemen,Al Dolwahi Camp,YE1712 - 995,4/1/2019,280,40,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Dolwahi Camp.pdf
N/A,Spontaneous settlement,Private,Yes,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Adh Dhahir,Harad,Hayran,No,Yes,Unprotected rainwater tank/well/spring,Host family house/apartment,Open defection,Food,Water,Medical assistance,NA,NA,NA,NGO/UN agency,NA,NA,NA,Government,NA,NA,NA,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Hajjah,Washhah,Dain,Al Qal'ah,YE1728 - 828,2/1/2014,1050,150,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Qal'ah.pdf
N/A,Spontaneous settlement,Private,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Harad,NA,NA,No,No,Unprotected rainwater tank/well/spring,Makeshift shelter,Open defection,Water,Food,Shelter / maintenance assistance,NA,NA,NA,NGO/UN agency,NA,NA,NGO/UN agency,Government,NA,NA,NGO/UN agency,NA,NA,NA,NA,Norweigan Refugee Council (NRC),NA,NA,World Food Programme (WFP),NA,NA,NA,International Rescue Committee (IRC),NA,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Hajjah,Washhah,Dain,Al Dowalyah,YE1730 - 1000,5/1/2015,1001,143,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Dowalyah.pdf
N/A,Collective centre,Private,Yes,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Harad,Hayran,Abs,No,No,Unprotected rainwater tank/well/spring,Rented house/appartment,Flush latrine to the open,Food,Water,Non-food items,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Hajjah,Washhah,Dain,Al Lawyah 1,YE1730 - 1065,4/1/2015,1400,200,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Lawyah 1.pdf
N/A,Collective centre,Private,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Harad,Mustaba,NA,No,No,Unprotected rainwater tank/well/spring,Makeshift shelter,Open defection,Shelter / maintenance assistance,Food,Sanitation services,NA,NA,NA,NGO/UN agency,NA,NA,Government,Government,NA,NA,NA,NA,NA,NA,NA,Norweigan Refugee Council (NRC),NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Hajjah,Washhah,Bani Hani,Al Khamis,YE1730 - 1070,5/1/2015,210,30,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Khamis.pdf
N/A,Spontaneous settlement,Private,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Harad,Al Hawak,NA,No,Yes,Unprotected rainwater tank/well/spring,Host family house/apartment,Open defection,Water,Food,Medical assistance,NGO/UN agency,NA,NA,NGO/UN agency,NA,NA,NA,Government,NA,NA,NGO/UN agency,NA,World Food Programme (WFP),NA,NA,World Food Programme (WFP),NA,NA,NA,NA,NA,NA,World Food Programme (WFP),NA,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Hajjah,Washhah,Bani Hani,Al Hajawenah,YE1730 - 1071,1/1/2016,833,119,host community,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Hajawenah.pdf
N/A,Spontaneous settlement,Owner not know,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Harad,Hayran,NA,No,No,Unprotected rainwater tank/well/spring,Host family house/apartment,Open defection,Food,Shelter / maintenance assistance,Sanitation services,NA,NA,NA,NGO/UN agency,NA,NA,NGO/UN agency,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,Norweigan Refugee Council (NRC),NA,NA,UNICEF YCO,NA,NA,NA,N/A,NA,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Hajjah,Washhah,Bani Hani,Al Zaqabyah 1,YE1730 - 1081,1/1/2015,2100,300,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Zaqabyah 1.pdf
N/A,Spontaneous settlement,Private,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Harad,NA,NA,No,No,Unprotected rainwater tank/well/spring,Host family house/apartment,Open defection,Food,Water,Shelter / maintenance assistance,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Norweigan Refugee Council (NRC),NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Hajjah,Washhah,Bani Hani,Al Maqademah,YE1730 - 1110,8/1/2015,3500,500,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Maqademah.pdf
N/A,Spontaneous settlement,Private,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Harad,NA,NA,No,No,Unprotected rainwater tank/well/spring,Host family house/apartment,Open defection,Food,Water,Cash assistance,NA,NA,NA,NGO/UN agency,NA,Private,NA,Private,NA,NA,NA,NA,NA,NA,NA,Norweigan Refugee Council (NRC),NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Hajjah,Washhah,Bani Hani,Al Safeh,YE1730 - 1130,3/1/2014,294,42,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Safeh.pdf
N/A,Spontaneous settlement,Private,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Harad,Midi,Abs,No,Yes,"Surface water (river, dam, lake, pond, stream, canal)",Host family house/apartment,Open defection,Food,Medical assistance,Education,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNICEF YCO,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Hajjah,Washhah,Dain,Wadi Al Sel,YE1730 - 1150,1/1/2015,100,20,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Wadi Al Sel.pdf
N/A,Collective centre,Public ,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Harad,Mustaba,Adh Dhahir,No,No,"Surface water (river, dam, lake, pond, stream, canal)",Host family house/apartment,Open defection,Food,Water,Medical assistance,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Hajjah,Washhah,Bani Hani,Al Oqas,YE1730 - 1163,1/1/2015,852,142,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Oqas.pdf
Norweigan Refugee Council (NRC),Collective centre,Private,No,NGO/UN agency,Non-existent,House/livelihood assets destroyed/occupied,Host community,Stay in the site,No,Harad,Hayran,Adh Dhahir,No,No,Unprotected rainwater tank/well/spring,Host family house/apartment,Open defection,Food,Non-food items,Medical assistance,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Norweigan Refugee Council (NRC),NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Hajjah,Washhah,Bani Hani,Gharib Haytham 1,YE1730 - 786,1/1/2015,1050,150,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Gharib Haytham 1.pdf
N/A,Collective centre,Public ,No,Non-existent,Non-existent,Lack of basic services,Host community,Stay in the site,No,Hayran,Adh Dhahir,Harad,No,No,"Surface water (river, dam, lake, pond, stream, canal)",Host family house/apartment,Pit latrine-open,Water,Medical assistance,Food,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Hajjah,Washhah,Dain,Sabt Al-Qudhah,YE1730 - 817,1/1/2015,750,150,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Sabt Al-Qudhah.pdf
N/A,Collective centre,Private,Yes,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Harad,Hayran,Midi,No,Yes,Unprotected rainwater tank/well/spring,Host family house/apartment,Open defection,Food,Water,Education,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Hajjah,Washhah,Bani Rizq,Al Sa'adi,YE1730 - 869,1/1/2016,350,50,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Sa'adi.pdf
N/A,Spontaneous settlement,Public ,No,Non-existent,Non-existent,Lack of basic services,Host community,Stay in the site,No,Adh Dhahir,Harad,Bakil Al Mir,No,No,"Surface water (river, dam, lake, pond, stream, canal)",Makeshift shelter,Pit latrine-open,Shelter / maintenance assistance,Medical assistance,Cash assistance,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Hajjah,Washhah,Bani Hani,Qal'at Hayash,YE1730 - 886,1/1/2015,861,123,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Qal'at Hayash.pdf
N/A,Collective centre,Private,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Harad,Mustaba,Adh Dhahir,No,No,Unprotected rainwater tank/well/spring,Host family house/apartment,Flush latrine to the open,Food,Medical assistance,Education,NGO/UN agency,NA,NA,NGO/UN agency,NA,NA,Government,Government,NA,NA,NA,NA,UNICEF YCO,NA,NA,World Food Programme (WFP),NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Hajjah,Washhah,Dain,Bait Al Qateeb,YE1730 - 901,4/1/2015,1274,182,host community,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Bait Al Qateeb.pdf
N/A,Spontaneous settlement,Public ,No,Non-existent,Non-existent,Lack of basic services,Host community,Stay in the site,No,Adh Dhahir,Bakil Al Mir,Harad,No,No,"Surface water (river, dam, lake, pond, stream, canal)",Makeshift shelter,Pit latrine-open,Medical assistance,Livelihood assistance,Sanitation services,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Hajjah,Washhah,Bani Hani,Bait Al Roosi,YE1730 - 902,1/1/2015,1500,250,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Bait Al Roosi.pdf
N/A,Spontaneous settlement,Private,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Harad,Mustaba,Hayran,No,No,"Surface water (river, dam, lake, pond, stream, canal)",Own house/apartment,Open defection,Shelter / maintenance assistance,Cash assistance,Food,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,Government,NA,NA,NA,NA,Norweigan Refugee Council (NRC),NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Hajjah,Washhah,Dain,Gharbi Dubaish,YE1730 - 943,1/1/2014,490,70,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Gharbi Dubaish.pdf
